  26.4799   30.7649 2
  26.3635   30.7813 2
  26.3102   30.8329 2
  26.1986   30.8925 2
  26.1622   30.9195 2
  26.0336   31.0032 2
  25.9656   31.1003 2
  25.9122   31.1515 2
  25.8005   31.2106 2
  25.6841   31.2264 2
  25.6041   31.2155 2
  25.5241   31.2045 2
  25.4710   31.0808 2
  25.4395   30.9759 2
  25.3911   30.8953 2
  25.3207   30.7960 2
  25.2503   30.6968 2
  25.2380   30.5895 2
  25.1724   30.5334 2
  25.1287   30.4960 2
  25.0486   30.4855 2
  24.9323   30.5019 2
  24.8815   30.5743 2
  24.7919   30.6520 2
  24.7411   30.7242 2
  24.7072   30.7723 2
  24.6975   30.8604 2
  24.7072   30.9459 2
  24.6392   31.0419 2
  24.5688   31.1165 2
  24.5566   31.1832 2
  24.5684   31.2899 2
  24.5943   31.5247 2
  24.5694   31.6580 2
  24.5569   31.7245 2
  24.5249   31.7936 2
  24.4073   31.9818 2
  24.3797   32.0934 2
  24.3782   32.2664 2
  24.3871   32.3518 2
  24.4197   32.4773 2
  24.4651   32.5365 2
  24.4954   32.6409 2
  24.5364   32.8521 2
  24.5230   33.1131 2
  24.3911   33.1720 2
  24.3176   33.2238 2
  24.3238   33.2878 2
  24.2717   33.3586 2
  24.0946   33.3577 2
  23.9155   33.3356 2
  23.8766   33.3401 2
  23.7495   33.2475 2
  23.6245   33.1763 2
  23.5015   33.1264 2
  23.3654   33.1424 2
  23.2703   33.1750 2
  23.0750   33.3902 2
  23.0443   33.4792 2
  23.0391   33.6293 2
  23.0537   33.9908 2
  23.1219   34.0901 2
  23.3555   34.2784 2
  23.4315   34.2487 2
  23.5463   34.2147 2
  23.7136   34.1105 2
  23.8070   34.0572 2
  23.8400   33.9891 2
  23.9353   33.9569 2
  24.0774   34.0056 2
  24.1008   34.0461 2
  24.0717   34.1569 2
  24.0756   34.1996 2
  24.1533   34.4064 2
  24.2658   34.5666 2
  24.2715   34.6307 2
  24.3485   34.8381 2
  24.3596   34.9663 2
  24.2945   35.1240 2
  24.1690   35.2661 2
  24.0826   35.2802 2
  99.0000   99.0000 3
